"","Numeracy","ProblemCorr","Difficulty_forgraphs","PConTypeLabeled","catpolitical","id"
"477",2,1,"Easy","Conservative Confirming Items","Liberals",80
"478",2,1,"Easy","Liberal Confirming Items","Liberals",80
"479",2,1,"Easy","Apolitical Items","Liberals",80
"480",2,1,"Easy","Apolitical Items","Liberals",80
"481",5,1,"Easy","Conservative Confirming Items","Moderates",81
"482",5,1,"Easy","Liberal Confirming Items","Moderates",81
"483",5,1,"Easy","Conservative Confirming Items","Moderates",81
"484",5,1,"Easy","Liberal Confirming Items","Moderates",81
"485",5,1,"Easy","Apolitical Items","Moderates",81
"486",5,1,"Easy","Apolitical Items","Moderates",81
"487",6,1,"Easy","Conservative Confirming Items","Liberals",82
"488",6,1,"Easy","Liberal Confirming Items","Liberals",82
"489",6,1,"Easy","Conservative Confirming Items","Liberals",82
"490",6,1,"Easy","Liberal Confirming Items","Liberals",82
"491",6,1,"Easy","Apolitical Items","Liberals",82
"492",6,1,"Easy","Apolitical Items","Liberals",82
"493",6,0,"Easy","Conservative Confirming Items","Liberals",83
"494",6,1,"Easy","Liberal Confirming Items","Liberals",83
"495",6,0,"Easy","Conservative Confirming Items","Liberals",83
"496",6,1,"Easy","Liberal Confirming Items","Liberals",83
"497",6,1,"Easy","Apolitical Items","Liberals",83
"498",6,1,"Easy","Apolitical Items","Liberals",83
"499",4,1,"Easy","Conservative Confirming Items","Liberals",84
"500",4,1,"Easy","Liberal Confirming Items","Liberals",84
"501",4,1,"Easy","Conservative Confirming Items","Liberals",84
"502",4,1,"Easy","Liberal Confirming Items","Liberals",84
"503",4,1,"Easy","Apolitical Items","Liberals",84
"504",4,1,"Easy","Apolitical Items","Liberals",84
"505",8,1,"Easy","Conservative Confirming Items","Liberals",85
"506",8,1,"Easy","Liberal Confirming Items","Liberals",85
"507",8,1,"Easy","Conservative Confirming Items","Liberals",85
"508",8,1,"Easy","Liberal Confirming Items","Liberals",85
"509",8,1,"Easy","Apolitical Items","Liberals",85
"510",8,1,"Easy","Apolitical Items","Liberals",85
"511",3,1,"Easy","Conservative Confirming Items","Liberals",86
"512",3,1,"Easy","Liberal Confirming Items","Liberals",86
"513",3,1,"Easy","Conservative Confirming Items","Liberals",86
"514",3,1,"Easy","Liberal Confirming Items","Liberals",86
"515",3,1,"Easy","Apolitical Items","Liberals",86
"516",3,1,"Easy","Apolitical Items","Liberals",86
"517",2,1,"Easy","Conservative Confirming Items","Liberals",87
"518",2,1,"Easy","Liberal Confirming Items","Liberals",87
"519",2,1,"Easy","Conservative Confirming Items","Liberals",87
"520",2,1,"Easy","Liberal Confirming Items","Liberals",87
"521",2,1,"Easy","Apolitical Items","Liberals",87
"522",2,1,"Easy","Apolitical Items","Liberals",87
"523",2,1,"Easy","Conservative Confirming Items","Conservatives",88
"524",2,1,"Easy","Liberal Confirming Items","Conservatives",88
"525",2,1,"Easy","Conservative Confirming Items","Conservatives",88
"526",2,0,"Easy","Liberal Confirming Items","Conservatives",88
"527",2,1,"Easy","Apolitical Items","Conservatives",88
"528",2,1,"Easy","Apolitical Items","Conservatives",88
"529",4,1,"Easy","Conservative Confirming Items","Moderates",89
"530",4,1,"Easy","Liberal Confirming Items","Moderates",89
"531",4,1,"Easy","Conservative Confirming Items","Moderates",89
"532",4,1,"Easy","Liberal Confirming Items","Moderates",89
"533",4,1,"Easy","Apolitical Items","Moderates",89
"534",4,1,"Easy","Apolitical Items","Moderates",89
"535",6,1,"Easy","Conservative Confirming Items","Liberals",90
"536",6,1,"Easy","Liberal Confirming Items","Liberals",90
"537",6,1,"Easy","Conservative Confirming Items","Liberals",90
"538",6,1,"Easy","Liberal Confirming Items","Liberals",90
"539",6,1,"Easy","Apolitical Items","Liberals",90
"540",6,1,"Easy","Apolitical Items","Liberals",90
"541",3,1,"Easy","Conservative Confirming Items","Moderates",91
"542",3,1,"Easy","Liberal Confirming Items","Moderates",91
"543",3,1,"Easy","Conservative Confirming Items","Moderates",91
"544",3,1,"Easy","Liberal Confirming Items","Moderates",91
"545",3,1,"Easy","Apolitical Items","Moderates",91
"546",3,1,"Easy","Apolitical Items","Moderates",91
"547",5,1,"Easy","Conservative Confirming Items","Conservatives",92
"548",5,1,"Easy","Liberal Confirming Items","Conservatives",92
"549",5,1,"Easy","Conservative Confirming Items","Conservatives",92
"550",5,1,"Easy","Liberal Confirming Items","Conservatives",92
"551",5,1,"Easy","Apolitical Items","Conservatives",92
"552",5,1,"Easy","Apolitical Items","Conservatives",92
"553",7,1,"Easy","Conservative Confirming Items","Liberals",93
"554",7,1,"Easy","Liberal Confirming Items","Liberals",93
"555",7,1,"Easy","Conservative Confirming Items","Liberals",93
"556",7,1,"Easy","Liberal Confirming Items","Liberals",93
"557",7,1,"Easy","Apolitical Items","Liberals",93
"558",7,1,"Easy","Apolitical Items","Liberals",93
"559",7,1,"Easy","Conservative Confirming Items","Liberals",94
"560",7,1,"Easy","Liberal Confirming Items","Liberals",94
"561",7,1,"Easy","Conservative Confirming Items","Liberals",94
"562",7,1,"Easy","Liberal Confirming Items","Liberals",94
"563",7,1,"Easy","Apolitical Items","Liberals",94
"564",7,1,"Easy","Apolitical Items","Liberals",94
"565",3,1,"Easy","Conservative Confirming Items","Liberals",95
"566",3,1,"Easy","Liberal Confirming Items","Liberals",95
"567",3,0,"Easy","Conservative Confirming Items","Liberals",95
"568",3,0,"Easy","Liberal Confirming Items","Liberals",95
"569",3,1,"Easy","Apolitical Items","Liberals",95
"570",3,1,"Easy","Apolitical Items","Liberals",95
"571",2,1,"Easy","Conservative Confirming Items","Moderates",96
"572",2,1,"Easy","Liberal Confirming Items","Moderates",96
"573",2,1,"Easy","Conservative Confirming Items","Moderates",96
"574",2,0,"Easy","Liberal Confirming Items","Moderates",96
"575",2,1,"Easy","Apolitical Items","Moderates",96
"576",2,0,"Easy","Apolitical Items","Moderates",96
"577",7,1,"Easy","Conservative Confirming Items","Liberals",97
"578",7,1,"Easy","Liberal Confirming Items","Liberals",97
"579",7,1,"Easy","Conservative Confirming Items","Liberals",97
"580",7,1,"Easy","Liberal Confirming Items","Liberals",97
"581",7,1,"Easy","Apolitical Items","Liberals",97
"582",7,0,"Easy","Apolitical Items","Liberals",97
"583",4,1,"Easy","Conservative Confirming Items","Moderates",98
"584",4,0,"Easy","Liberal Confirming Items","Moderates",98
"585",4,1,"Easy","Conservative Confirming Items","Moderates",98
"586",4,1,"Easy","Liberal Confirming Items","Moderates",98
"587",4,1,"Easy","Apolitical Items","Moderates",98
"588",4,1,"Easy","Apolitical Items","Moderates",98
"589",3,0,"Easy","Conservative Confirming Items","Liberals",99
"590",3,1,"Easy","Liberal Confirming Items","Liberals",99
"591",3,0,"Easy","Conservative Confirming Items","Liberals",99
"592",3,1,"Easy","Liberal Confirming Items","Liberals",99
"593",3,1,"Easy","Apolitical Items","Liberals",99
"594",3,1,"Easy","Apolitical Items","Liberals",99
"595",8,1,"Easy","Conservative Confirming Items","Liberals",100
"596",8,1,"Easy","Liberal Confirming Items","Liberals",100
"597",8,1,"Easy","Conservative Confirming Items","Liberals",100
"598",8,1,"Easy","Liberal Confirming Items","Liberals",100
"599",8,1,"Easy","Apolitical Items","Liberals",100
"600",8,1,"Easy","Apolitical Items","Liberals",100
"601",5,1,"Easy","Conservative Confirming Items","Liberals",101
"602",5,1,"Easy","Liberal Confirming Items","Liberals",101
"603",5,1,"Easy","Conservative Confirming Items","Liberals",101
"604",5,1,"Easy","Liberal Confirming Items","Liberals",101
"605",5,1,"Easy","Apolitical Items","Liberals",101
"606",5,1,"Easy","Apolitical Items","Liberals",101
"607",7,1,"Easy","Conservative Confirming Items","Moderates",102
"608",7,1,"Easy","Liberal Confirming Items","Moderates",102
"609",7,1,"Easy","Conservative Confirming Items","Moderates",102
"610",7,1,"Easy","Liberal Confirming Items","Moderates",102
"611",7,1,"Easy","Apolitical Items","Moderates",102
"612",7,1,"Easy","Apolitical Items","Moderates",102
"613",5,1,"Easy","Conservative Confirming Items","Moderates",103
"614",5,1,"Easy","Liberal Confirming Items","Moderates",103
"615",5,1,"Easy","Conservative Confirming Items","Moderates",103
"616",5,1,"Easy","Liberal Confirming Items","Moderates",103
"617",5,1,"Easy","Apolitical Items","Moderates",103
"618",5,1,"Easy","Apolitical Items","Moderates",103
"619",2,1,"Easy","Conservative Confirming Items","Liberals",104
"620",2,1,"Easy","Liberal Confirming Items","Liberals",104
"621",2,0,"Easy","Conservative Confirming Items","Liberals",104
"622",2,1,"Easy","Liberal Confirming Items","Liberals",104
"623",2,1,"Easy","Apolitical Items","Liberals",104
"624",2,0,"Easy","Apolitical Items","Liberals",104
"625",6,1,"Easy","Conservative Confirming Items","Liberals",105
"626",6,1,"Easy","Liberal Confirming Items","Liberals",105
"627",6,1,"Easy","Conservative Confirming Items","Liberals",105
"628",6,0,"Easy","Liberal Confirming Items","Liberals",105
"629",6,1,"Easy","Apolitical Items","Liberals",105
"630",6,1,"Easy","Apolitical Items","Liberals",105
"631",6,1,"Easy","Conservative Confirming Items","Conservatives",106
"632",6,1,"Easy","Liberal Confirming Items","Conservatives",106
"633",6,1,"Easy","Conservative Confirming Items","Conservatives",106
"634",6,1,"Easy","Liberal Confirming Items","Conservatives",106
"635",6,1,"Easy","Apolitical Items","Conservatives",106
"636",6,1,"Easy","Apolitical Items","Conservatives",106
"637",2,1,"Easy","Conservative Confirming Items","Conservatives",107
"638",2,1,"Easy","Liberal Confirming Items","Conservatives",107
"639",2,0,"Easy","Conservative Confirming Items","Conservatives",107
"640",2,1,"Easy","Liberal Confirming Items","Conservatives",107
"641",2,1,"Easy","Apolitical Items","Conservatives",107
"642",2,0,"Easy","Apolitical Items","Conservatives",107
"643",6,1,"Easy","Conservative Confirming Items","Liberals",108
"644",6,1,"Easy","Liberal Confirming Items","Liberals",108
"645",6,1,"Easy","Conservative Confirming Items","Liberals",108
"646",6,1,"Easy","Liberal Confirming Items","Liberals",108
"647",6,1,"Easy","Apolitical Items","Liberals",108
"648",6,1,"Easy","Apolitical Items","Liberals",108
"649",5,1,"Easy","Conservative Confirming Items","Liberals",109
"650",5,1,"Easy","Liberal Confirming Items","Liberals",109
"651",5,1,"Easy","Conservative Confirming Items","Liberals",109
"652",5,1,"Easy","Liberal Confirming Items","Liberals",109
"653",5,1,"Easy","Apolitical Items","Liberals",109
"654",5,1,"Easy","Apolitical Items","Liberals",109
"655",4,1,"Easy","Conservative Confirming Items","Liberals",110
"656",4,1,"Easy","Liberal Confirming Items","Liberals",110
"657",4,1,"Easy","Conservative Confirming Items","Liberals",110
"658",4,1,"Easy","Liberal Confirming Items","Liberals",110
"659",4,1,"Easy","Apolitical Items","Liberals",110
"660",4,1,"Easy","Apolitical Items","Liberals",110
"661",5,1,"Easy","Conservative Confirming Items","Moderates",111
"662",5,1,"Easy","Liberal Confirming Items","Moderates",111
"663",5,1,"Easy","Conservative Confirming Items","Moderates",111
"664",5,1,"Easy","Liberal Confirming Items","Moderates",111
"665",5,1,"Easy","Apolitical Items","Moderates",111
"666",5,1,"Easy","Apolitical Items","Moderates",111
"667",5,1,"Easy","Conservative Confirming Items","Liberals",112
"668",5,1,"Easy","Liberal Confirming Items","Liberals",112
"669",5,1,"Easy","Conservative Confirming Items","Liberals",112
"670",5,1,"Easy","Liberal Confirming Items","Liberals",112
"671",5,1,"Easy","Apolitical Items","Liberals",112
"672",5,1,"Easy","Apolitical Items","Liberals",112
"673",4,1,"Easy","Conservative Confirming Items","Liberals",113
"674",4,1,"Easy","Liberal Confirming Items","Liberals",113
"675",4,0,"Easy","Conservative Confirming Items","Liberals",113
"676",4,1,"Easy","Liberal Confirming Items","Liberals",113
"677",4,1,"Easy","Apolitical Items","Liberals",113
"678",4,1,"Easy","Apolitical Items","Liberals",113
"679",5,1,"Easy","Conservative Confirming Items","Conservatives",114
"680",5,1,"Easy","Liberal Confirming Items","Conservatives",114
"681",5,1,"Easy","Conservative Confirming Items","Conservatives",114
"682",5,1,"Easy","Liberal Confirming Items","Conservatives",114
"683",5,1,"Easy","Apolitical Items","Conservatives",114
"684",5,1,"Easy","Apolitical Items","Conservatives",114
"685",2,0,"Easy","Conservative Confirming Items","Conservatives",115
"686",2,1,"Easy","Liberal Confirming Items","Conservatives",115
"687",2,1,"Easy","Conservative Confirming Items","Conservatives",115
"688",2,0,"Easy","Liberal Confirming Items","Conservatives",115
"689",2,0,"Easy","Apolitical Items","Conservatives",115
"690",2,1,"Easy","Apolitical Items","Conservatives",115
"691",4,1,"Easy","Conservative Confirming Items","Liberals",116
"692",4,1,"Easy","Liberal Confirming Items","Liberals",116
"693",4,1,"Easy","Conservative Confirming Items","Liberals",116
"694",4,1,"Easy","Liberal Confirming Items","Liberals",116
"695",4,1,"Easy","Apolitical Items","Liberals",116
"696",4,1,"Easy","Apolitical Items","Liberals",116
"697",8,1,"Easy","Conservative Confirming Items","Liberals",117
"698",8,1,"Easy","Liberal Confirming Items","Liberals",117
"699",8,1,"Easy","Conservative Confirming Items","Liberals",117
"700",8,1,"Easy","Liberal Confirming Items","Liberals",117
"701",8,1,"Easy","Apolitical Items","Liberals",117
"702",8,1,"Easy","Apolitical Items","Liberals",117
"703",8,1,"Easy","Conservative Confirming Items","Liberals",118
"704",8,1,"Easy","Liberal Confirming Items","Liberals",118
"705",8,0,"Easy","Conservative Confirming Items","Liberals",118
"706",8,1,"Easy","Liberal Confirming Items","Liberals",118
"707",8,1,"Easy","Apolitical Items","Liberals",118
"708",8,1,"Easy","Apolitical Items","Liberals",118
"709",3,1,"Easy","Conservative Confirming Items","Liberals",119
"710",3,1,"Easy","Liberal Confirming Items","Liberals",119
"711",3,1,"Easy","Conservative Confirming Items","Liberals",119
"712",3,1,"Easy","Liberal Confirming Items","Liberals",119
"713",3,1,"Easy","Apolitical Items","Liberals",119
"714",3,1,"Easy","Apolitical Items","Liberals",119
"715",2,1,"Easy","Conservative Confirming Items","Conservatives",120
"716",2,1,"Easy","Liberal Confirming Items","Conservatives",120
"717",2,1,"Easy","Conservative Confirming Items","Conservatives",120
"718",2,1,"Easy","Liberal Confirming Items","Conservatives",120
"719",2,1,"Easy","Apolitical Items","Conservatives",120
"720",2,1,"Easy","Apolitical Items","Conservatives",120
"721",5,1,"Easy","Conservative Confirming Items","Conservatives",121
"722",5,1,"Easy","Liberal Confirming Items","Conservatives",121
"723",5,1,"Easy","Conservative Confirming Items","Conservatives",121
"724",5,1,"Easy","Liberal Confirming Items","Conservatives",121
"725",5,1,"Easy","Apolitical Items","Conservatives",121
"726",5,1,"Easy","Apolitical Items","Conservatives",121
"727",4,1,"Easy","Conservative Confirming Items","Moderates",122
"728",4,1,"Easy","Liberal Confirming Items","Moderates",122
"729",4,1,"Easy","Conservative Confirming Items","Moderates",122
"730",4,1,"Easy","Liberal Confirming Items","Moderates",122
"731",4,1,"Easy","Apolitical Items","Moderates",122
"732",4,1,"Easy","Apolitical Items","Moderates",122
"733",7,1,"Easy","Conservative Confirming Items","Conservatives",123
"734",7,1,"Easy","Liberal Confirming Items","Conservatives",123
"735",7,1,"Easy","Conservative Confirming Items","Conservatives",123
"736",7,1,"Easy","Liberal Confirming Items","Conservatives",123
"737",7,1,"Easy","Apolitical Items","Conservatives",123
"738",7,1,"Easy","Apolitical Items","Conservatives",123
"739",6,1,"Easy","Conservative Confirming Items","Moderates",124
"740",6,1,"Easy","Liberal Confirming Items","Moderates",124
"741",6,1,"Easy","Conservative Confirming Items","Moderates",124
"742",6,1,"Easy","Liberal Confirming Items","Moderates",124
"743",6,1,"Easy","Apolitical Items","Moderates",124
"744",6,1,"Easy","Apolitical Items","Moderates",124
"745",6,1,"Easy","Conservative Confirming Items","Liberals",125
"746",6,1,"Easy","Liberal Confirming Items","Liberals",125
"747",6,1,"Easy","Conservative Confirming Items","Liberals",125
"748",6,1,"Easy","Liberal Confirming Items","Liberals",125
"749",6,1,"Easy","Apolitical Items","Liberals",125
"750",6,1,"Easy","Apolitical Items","Liberals",125
"751",4,1,"Easy","Conservative Confirming Items","Liberals",126
"752",4,1,"Easy","Liberal Confirming Items","Liberals",126
"753",4,1,"Easy","Conservative Confirming Items","Liberals",126
"754",4,1,"Easy","Liberal Confirming Items","Liberals",126
"755",4,1,"Easy","Apolitical Items","Liberals",126
"756",4,1,"Easy","Apolitical Items","Liberals",126
"757",3,0,"Easy","Conservative Confirming Items","Moderates",127
"758",3,0,"Easy","Liberal Confirming Items","Moderates",127
"759",3,1,"Easy","Conservative Confirming Items","Moderates",127
"760",3,1,"Easy","Liberal Confirming Items","Moderates",127
